name,yomi_kana,yomi_romaji,yomi_source,gym,orgs,source_urls
坂本 侑生,サカモト ユウキ,Sakamoto Yuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/1399
坂本 優輝,サカモト ユウキ,Sakamoto Yuuki,published_kana,ARROWS GYM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1221
坂本 柚佳里,サカモト ユカリ,Sakamoto Yukari,published_kana,,K-1,https://www.k-1.co.jp/fighter/393
サガエ・マテウス,サガエ・マテウス,,published_kana,Brazilian Thai,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1701
サガエ・ルーカス,サガエ・ルーカス,,published_kana,Brazilian Thai,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1231
作田 良典,サクタ ヨシノリ,Sakuta Yoshinori,published_kana,,K-1,https://www.k-1.co.jp/fighter/127
櫻井 光,サクライ ヒカル,Sakurai Hikaru,published_kana,K-1 GYM横浜infinity,K-1,https://www.k-1.co.jp/fighter/789
桜井 悠成,サクライ ユウセイ,Sakurai Yusei,published_kana,POWER OF DREAM,K-1,https://www.k-1.co.jp/fighter/737
桜井洋平,サクライ ヨウヘイ,,published_kana,,,https://ja.wikipedia.org/wiki/桜井洋平|https://www.k-1.co.jp/fighter/604
櫻井 梨華子,サクライ リカコ,Sakurai Rikako,published_kana,優弥道場,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/936
さくら子,サクラコ,,published_kana,,,https://ja.wikipedia.org/wiki/さくら子
提髪 和希,サゲガミ カズキ,Sagegami Kazuki,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/973
榊 克樹,ササキ カツキ,Sakaki Katsuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/128
佐々木仁子,ササキ サトコ,,published_kana,,,https://ja.wikipedia.org/wiki/佐々木仁子
佐々木洵樹,ササキ ジュンキ,,published_kana,,,https://ja.wikipedia.org/wiki/佐々木洵樹|https://www.k-1.co.jp/fighter/949
佐々木 大蔵,ササキ ダイゾウ,Sasaki Daizo,published_kana,DyR studio,K-1 WORLD GP|Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/280|https://rise-rc.com/fighter/sasaki_daizo/
佐々木郁矢,ササキ フミヤ,,published_kana,,,https://ja.wikipedia.org/wiki/佐々木郁矢
笹谷淳,ササタニ アツシ,,published_kana,,,https://ja.wikipedia.org/wiki/笹谷淳
指首 祐太,サシクビ ユウタ,Sashikubi Yuta,published_kana,,K-1,https://www.k-1.co.jp/fighter/131
佐生 光一,サショウ コウイチ,Sasho Koichi,published_kana,K-1ジム五反田チームキングス,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1192
佐竹雅昭,サタケ マサアキ,,published_kana,,,https://ja.wikipedia.org/wiki/佐竹雅昭
貞松 宏隆,サダマツ ヒロタカ,Sadamatsu Hirotaka,published_kana,Mataharigym,K-1,https://www.k-1.co.jp/fighter/1113
サッシス,サッシス,,published_kana,カンボジア,KNOCK OUT,https://knockoutkb.com/fighters/saksith_223
サデック・ハシミ,サデック・ハシミ,,published_kana,J-mat academy,K-1,https://www.k-1.co.jp/fighter/966
SATOI,サトイ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/129
佐藤 篤史,サトウ アツシ,Sato Atsushi,published_kana,,K-1,https://www.k-1.co.jp/fighter/363
佐藤堅一,サトウ ケンイチ,,published_kana,,,https://ja.wikipedia.org/wiki/佐藤堅一
佐藤 江平,サトウ コウヘイ,Sato Kohei,published_kana,,K-1,https://www.k-1.co.jp/fighter/186
佐藤孝也,サトウ タカヤ,,published_kana,,,https://ja.wikipedia.org/wiki/佐藤孝也
佐藤匠,サトウ タクミ,,published_kana,,,https://ja.wikipedia.org/wiki/佐藤匠_(格闘家)
佐藤友則,サトウ トモノリ,,published_kana,,,https://ja.wikipedia.org/wiki/佐藤友則
佐藤 啓樹,サトウ ヒロキ,Sato Hiroki,published_kana,K-1ジム目黒TEAM TIGER,K-1,https://www.k-1.co.jp/fighter/750
佐藤嘉洋,サトウ ヨシヒロ,,published_kana,,,https://ja.wikipedia.org/wiki/佐藤嘉洋|https://www.k-1.co.jp/fighter/362
佐藤ヨックタイジム,サトウヨックタイジム,Sato Yokthaigym,published_kana,,K-1,https://www.k-1.co.jp/fighter/412
智史,サトシ,Satoshi,published_kana,漢塾,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1728
里見 柚己,サトミ ユズキ,Satomi Yuzuki,published_kana,team NOVA,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/735
沙斗流,サトル,Satoru,published_kana,,K-1,https://www.k-1.co.jp/fighter/130
聖,サトル,Satoru,published_kana,,K-1,https://www.k-1.co.jp/fighter/890
SATORU成合,サトル ナリアイ,Satoru Nariai,published_kana,RAOU JAPAN,K-1,https://www.k-1.co.jp/fighter/924
サトルヴァシコバ,サトルヴァシコバ,,published_kana,,,https://ja.wikipedia.org/wiki/サトルヴァシコバ
真田岳明,サナダ タケアキ,,published_kana,,,https://ja.wikipedia.org/wiki/真田岳明
サニー・ダルベック,サニー・ダルベック,,published_kana,,K-1,https://www.k-1.co.jp/fighter/80
サネーガーム・サックチャムニ,サネーガーム・サックチャムニ,,published_kana,タイ,KNOCK OUT,https://knockoutkb.com/fighters/sanengarm_sakchamni_492
佐野 勇海,サノ イサミ,Sano Isami,published_kana,拳之会,K-1,https://www.k-1.co.jp/fighter/1211
佐野 純平,サノ ジュンペイ,Sano Junpei,published_kana,K-1ジム横浜チームオルカ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/837
佐野 隆則,サノ タカノリ,,published_kana,,,https://ja.wikipedia.org/wiki/佐野_隆則
佐野 天馬,サノ テンマ,Sano Tenma,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/88
SAHO,サホ,,published_kana,闘神塾,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1209|https://ja.wikipedia.org/wiki/☆SAHO☆
サミ・ラミリ,サミ・ラミリ,,published_kana,Mejiro Gym Amsterdam,K-1,https://www.k-1.co.jp/fighter/997
サミール・ベナゾーズ,サミール・ベナゾーズ,,published_kana,,,https://ja.wikipedia.org/wiki/サミール・ベナゾーズ
サムエレ・プグリエーゼ,サムエレ・プグリエーゼ,,published_kana,Team Pugliese,K-1,https://www.k-1.co.jp/fighter/1499
寒川慶一,サムカワ ケイイチ,,published_kana,,,https://ja.wikipedia.org/wiki/寒川慶一
寒川直喜,サムカワ ナオキ,,published_kana,,,https://ja.wikipedia.org/wiki/寒川直喜|https://www.k-1.co.jp/fighter/424
サムゴー・ギャットモンテープ,サムゴー・ギャットモンテープ,,published_kana,,,https://ja.wikipedia.org/wiki/サムゴー・ギャットモンテープ
サム・グレコ,サム・グレコ,,published_kana,,,https://ja.wikipedia.org/wiki/サム・グレコ
サム・ヒル,サム・ヒル,,published_kana,City Kickboxing NZ,K-1,https://www.k-1.co.jp/fighter/912
鮫島 博人,サメシマ ヒロト,Sameshima Hiroto,published_kana,WSRフェアテックス荒川,K-1,https://www.k-1.co.jp/fighter/909
サモ・ペティ,サモ・ペティ,,published_kana,Nak muay team,RISE,https://rise-rc.com/fighter/samo_petje/
彩花,サヤカ,Sayaka,converted,KING EXCEED,RISE,https://rise-rc.com/fighter/sayaka-2/
紗耶香,サヤカ,Sayaka,converted,格闘技スタジオBLOOM,RISE,https://rise-rc.com/fighter/sayaka/
サリムカーン・イブラギモフ,サリムカーン・イブラギモフ,,published_kana,Archangel Michael,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1658
沢村忠,サワムラ タダシ,,published_kana,,,https://ja.wikipedia.org/wiki/沢村忠
澤屋敷純一,サワヤシキ ジュンイチ,,published_kana,,,https://ja.wikipedia.org/wiki/澤屋敷純一
サンチェス弥生,サンチェスヤヨイ,Sanchez Yayoi,published_kana,,K-1,https://www.k-1.co.jp/fighter/394
サンティアゴ・ペルシバル,サンティアゴ・ペルシバル,,published_kana,アルゼンチン,KNOCK OUT,https://knockoutkb.com/fighters/santiago
サンドロ・マーティン,サンドロ・マーティン,,published_kana,THAIDRAGON CÁDIZ,K-1,https://www.k-1.co.jp/fighter/957
サンベル・ババヤン,サンベル・ババヤン,,published_kana,Team Babayan,RISE,https://rise-rc.com/fighter/samvel_babayan/
サン・ラデット,サン・ラデット,,published_kana,カンボジア,KNOCK OUT,https://knockoutkb.com/fighters/sen_radet_466
サーシャ・タダヨニ,サーシャ・タダヨニ,,published_kana,TEAM OTA,RISE,https://rise-rc.com/fighter/sasha-tadayoni/
サーマート・パヤクァルン,サーマート・パヤクァルン,,published_kana,,,https://ja.wikipedia.org/wiki/サーマート・パヤクァルン
ザカリア・ゾウガリー,ザカリア・ゾウガリー,,published_kana,‘T Oude Westen Gym,RISE|SHOOT BOXING,https://rise-rc.com/fighter/zakaria_zouggary/|https://shootboxing.org/fighter/zakariazouggary/
ザック・パンクハースト,ザック・パンクハースト,,published_kana,Taylormade Muay Thai,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1749
ザビット・サメドフ,ザビット・サメドフ,,published_kana,,,https://ja.wikipedia.org/wiki/ザビット・サメドフ
ザリーナ・イスラモバ,ザリーナ・イスラモバ,,published_kana,ロシア,KNOCK OUT,https://knockoutkb.com/fighters/zarina_islamova_389
シェイン・チャップマン,シェイン・チャップマン,,published_kana,,,https://ja.wikipedia.org/wiki/シェイン・チャップマン
SHIORIN♡,シオリン,,published_kana,大和ジム,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1706|https://knockoutkb.com/fighters/shiorin_485
紫苑,シオン,Shion,published_kana,KIZUNA田川本部道場,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1111
重野 喬,シゲノ タカシ,Shigeno Takashi,published_kana,WSRフェアテックス湖北,K-1,https://www.k-1.co.jp/fighter/1232
SHIGERU,シゲル,,published_kana,,,https://ja.wikipedia.org/wiki/SHIGERU
宍戸 大樹,シシド ヒロキ,,published_kana,シーザージム,SHOOT BOXING,https://shootboxing.org/fighter/shishido_hiroki/|https://ja.wikipedia.org/wiki/宍戸大樹
獅子丸,シシマル,Shishimaru,published_kana,,K-1,https://www.k-1.co.jp/fighter/134
C-ZUKA,シズカ,,published_kana,T-GYM,K-1,https://www.k-1.co.jp/fighter/845
シッティチャイ・シッソンピーノン,シッティチャイ・シッソンピーノン,,published_kana,タイ,KNOCK OUT,https://knockoutkb.com/fighters/sitthichai_sitsongpeenong_494
シナ・カリミアン,シナ・カリミアン,,published_kana,SINA ARMY,K-1 WORLD GP,https://www.k-1.co.jp/fighter/900
しの,シノ,Shino,published_kana,KSG,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1091
篠崎 澄人,シノザキ スミト,Shinozaki Sumito,published_kana,,K-1,https://www.k-1.co.jp/fighter/283
篠塚 辰樹,シノツカ タツキ,Shinotsuka Tatsuki,published_kana,MASTER BRIDGE SOUND,K-1,https://www.k-1.co.jp/fighter/1149
篠原 広耀,シノハラ ヒロアキ,Shinohara Hiroaki,published_kana,優弥道場,K-1,https://www.k-1.co.jp/fighter/753
篠原 悠人,シノハラ ユウト,Shinohara Yuto,published_kana,DURGA,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/662
芝 宏二郎,シバ コウジロウ,Shiba Kojiro,published_kana,Striker GYM,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1726
柴田早千予,シバタ サチヨ,,published_kana,,,https://ja.wikipedia.org/wiki/柴田早千予
柴山 藍,シバヤマ ラン,Ran Shibayama,converted,柔術&MMAアカデミーG-face,RISE,https://rise-rc.com/fighter/shibayama_ran/
シビサイ 頌真,シビサイ ショウマ,Shibisai Shoma,published_kana,,K-1,https://www.k-1.co.jp/fighter/483
嶋 拓実,シマ タクミ,Shima Takumi,published_kana,K-1ジム横浜チームオルカ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1074
島宮古,シマ ミヤコ,,published_kana,,,https://ja.wikipedia.org/wiki/島宮古
嶋田翔太,シマダ ショウタ,,published_kana,,,https://ja.wikipedia.org/wiki/嶋田翔太|https://www.k-1.co.jp/fighter/563
嶋田 将幸,シマダ マサユキ,Shimada Masayuki,published_kana,Stay Gold,K-1,https://www.k-1.co.jp/fighter/833
島田美咲,シマダ ミサキ,Misaki Shimada,converted,SQUARE-UP KICKBOXING道場,RISE,https://rise-rc.com/fighter/shimada_misaki/
島野浩太朗,シマノ コウタロウ,,published_kana,,,https://ja.wikipedia.org/wiki/島野浩太朗|https://www.k-1.co.jp/fighter/229
清水隆広,シミズ タカヒロ,,published_kana,,,https://ja.wikipedia.org/wiki/清水隆広
清水 卓馬,シミズ タクマ,Shimizu Takuma,published_kana,K-1ジム川口TEAM SIRIUS,K-1,https://www.k-1.co.jp/fighter/987
清水 武,シミズ タケシ,Shimizu Takeshi,published_kana,,K-1,https://www.k-1.co.jp/fighter/608
清水 大輝,シミズ ダイキ,Shimizu Daiki,published_kana,,K-1,https://www.k-1.co.jp/fighter/714
志村 力輝,シムラ リキ,Shimura Riki,published_kana,兼清流総本部,K-1,https://www.k-1.co.jp/fighter/979
下関崇子,シモセキ タカコ,,published_kana,,,https://ja.wikipedia.org/wiki/下関崇子
下村 泰平,シモムラ タイヘイ,Shimomura Taihei,published_kana,K-1ジム総本部チームペガサス,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1207
シャヒッド・オラド・アラフ,シャヒッド・オラド・アラフ,,published_kana,,,https://ja.wikipedia.org/wiki/シャヒッド・オラド・アラフ
シャヒン・ヤクート,シャヒン・ヤクート,,published_kana,,,https://ja.wikipedia.org/wiki/シャヒン・ヤクート
シャミール・ガイダルベコフ,シャミール・ガイダルベコフ,,published_kana,,,https://ja.wikipedia.org/wiki/シャミール・ガイダルベコフ
シャルル・フランソワ,シャルル・フランソワ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/282
シュエ・シェンジェン,シュエ・シェンジェン,,published_kana,一龍奥宇ジム/CFP,K-1,https://www.k-1.co.jp/fighter/874
瞬太,シュンタ,Shunta,published_kana,,K-1,https://www.k-1.co.jp/fighter/532
駿太,シュンタ,,published_kana,,,https://ja.wikipedia.org/wiki/駿太
シュー・イェン,シュー・イェン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/366
翔栄,ショウエイ,Shoei,published_kana,,K-1,https://www.k-1.co.jp/fighter/490
翔太,ショウタ,Shota,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1,https://www.k-1.co.jp/fighter/187
翔・センチャイジム,ショウタセンチャイジム,Shota Saenchaigym,published_kana,,K-1,https://www.k-1.co.jp/fighter/228
翔太郎,ショウタロウ,Shotaro,published_kana,,K-1,https://www.k-1.co.jp/fighter/770
昇也,ショウヤ,Shoya,published_kana,士魂村上塾,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1163
ショウ・ロン,ショウ・ロン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/79
ショーン・クランシー,ショーン・クランシー,,published_kana,Siam Warriors,K-1,https://www.k-1.co.jp/fighter/930
白井 正太,シライ ショウタ,Shirai Shota,published_kana,,K-1,https://www.k-1.co.jp/fighter/281
白岡 伸仁,シラオカ ノブヒト,Shiraoka Nobuhito,published_kana,,K-1,https://www.k-1.co.jp/fighter/786
白神 喜弘,シラガ ヨシヒロ,Shiraga Yoshihiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/436
白須 康仁,シラス ヤスヒト,Shirasu Yasuhito,published_kana,PROTAGONIST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1328|https://ja.wikipedia.org/wiki/白須康仁
白幡 太陽,シラハタ タイヨウ,Shirahata Taiyo,published_kana,K-1 GYM SAGAMI-ONO KREST,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1288
白幡 裕星,シラハタ ユウセイ,Shirahata Yusei,published_kana,K-1ジム総本部チームペガサス,K-1 WORLD GP|Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1334|https://knockoutkb.com/fighters/shirahata_yusei_211
白濱 卓哉,シラハマ タクヤ,Shirahama Takuya,published_kana,,K-1,https://www.k-1.co.jp/fighter/479
シリモンコル・シンワッサ,シリモンコル・シンワッサ,,published_kana,,,https://ja.wikipedia.org/wiki/シリモンコン・シンワンチャー
シリル・アビディ,シリル・アビディ,,published_kana,,,https://ja.wikipedia.org/wiki/シリル・アビディ
シルビア・ラノッテ,シルビア・ラノッテ,,published_kana,,,https://ja.wikipedia.org/wiki/シルビア・ラノッテ
シルビュー・ヴィテズ,シルビュー・ヴィテズ,,published_kana,Voodoo Gym Madrid,K-1,https://www.k-1.co.jp/fighter/860
志朗,シロウ,Shiro,published_kana,BeWELLキックボクシングジム,RISE,https://rise-rc.com/fighter/shiro/|https://ja.wikipedia.org/wiki/志朗|https://www.k-1.co.jp/fighter/1254
神護,シンゴ,Shingo,published_kana,,K-1,https://www.k-1.co.jp/fighter/365
心直,シンタ,Shinta,published_kana,REON Fighting Sports GYM,K-1 WORLD GP|Krush|KNOCK OUT,https://www.k-1.co.jp/fighter/1413|https://knockoutkb.com/fighters/shinta_142
新藤栄作,シンドウ エイサク,,published_kana,,,https://ja.wikipedia.org/wiki/新藤栄作
シンノンシー・スイートオンクル,シンノンシー・スイートオンクル,,published_kana,,,https://ja.wikipedia.org/wiki/シンノンシー・スイートオンクル
シンパヤック・ハマジム,シンパヤック・ハマジム,,published_kana,HAMA・GYM,RISE,https://rise-rc.com/fighter/singphayak_hamagym/
臣龍,シンリュウ,Shinryu,published_kana,KIZUNA田川本部道場,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1236
シン・ジョンミン,シン・ジョンミン,,published_kana,オーサムマルチジム,RISE,https://rise-rc.com/fighter/shin_jongmin/
シン・ノッパデッソーン,シン・ノッパデッソーン,,published_kana,,,https://ja.wikipedia.org/wiki/シン・ノッパデッソーン
シーザー武志,シーザー タケシ,,published_kana,,,https://ja.wikipedia.org/wiki/シーザー武志
44・ユウ・ウォーワンチャイ,シーシップシー・ユウ・ウォーワンチャイ,,published_kana,REVIVAL-GYM/team夢之力,K-1,https://www.k-1.co.jp/fighter/1148
Shi-mo,シーモ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/132
ジェイコブ・ミクラ,ジェイコブ・ミクラ,,published_kana,Free Style MMA,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1750
